Filename,Mean Pitch (Hz),Mean F1 (Hz),Mean F2 (Hz),Mean Intensity (dB)
a_34bt4.wav,250.6307878,589.6117325,1551.849503,81.32173014
a_351bt1.wav,302.4716069,607.1311429,1492.96543,79.77183837
a_351bt2.wav,336.4836514,527.6384781,1560.998628,70.09180812
a_351bt3.wav,315.5481968,624.637259,1524.070042,76.24469065
a_351bt4.wav,303.860598,610.77967,1574.581953,84.05106649
a_356bt1.wav,334.2762417,447.7515777,1406.486203,67.29252874
a_356bt2.wav,333.9099142,416.972894,1585.90629,70.01335811
a_356bt3.wav,321.128764,792.2363385,1830.934745,75.12109926
a_356bt4.wav,306.203355,606.4520904,1554.362031,76.90023505
a_35bt1.wav,247.1011636,524.9791115,1270.807482,72.42253299
a_35bt2.wav,236.0730641,772.5231845,1836.140483,65.40377112
a_35bt3.wav,243.0012912,566.490836,1140.991311,67.52874076
a_35bt4.wav,229.7138911,529.889004,1194.639313,78.25124
a_360bt1.wav,302.8390707,512.6039392,1184.481598,71.044305
a_360bt2.wav,173.7265414,607.2601219,1246.442755,71.53276933
a_360bt3.wav,352.4647346,634.1889471,1275.38958,75.17876568
a_360bt4.wav,293.4042797,640.6242028,1377.19626,85.91794539
a_364bt1.wav,302.8223478,578.1372567,1385.792222,77.19288839
a_364bt2.wav,355.7624832,486.9232088,1375.379283,72.45280062
a_364bt3.wav,330.9635394,488.2657536,1447.705014,76.02155999
a_364bt4.wav,322.6770397,549.2495218,1786.710034,75.87074091
a_366bt1.wav,302.6257932,638.130402,1430.702976,69.30262515
a_366bt2.wav,318.9187351,461.6578302,1460.517144,62.14060383
a_366bt3.wav,354.8620357,551.0613889,1292.397178,71.15185693
a_366bt4.wav,341.8895427,720.0601624,1626.523192,75.4194826
a_368bt1.wav,265.877298,457.6836805,1550.03665,70.18352076
a_368bt2.wav,216.280684,450.5586357,1670.629627,62.50087376
a_368bt3.wav,283.3601199,572.1913176,1636.344876,68.31987652
a_368bt4.wav,277.9247174,518.1545344,1497.729778,73.80586767
a_369bt1.wav,276.434043,597.5044135,1283.008725,75.84129859
a_369bt2.wav,281.9011531,612.4369247,1375.053891,68.75461802
a_369bt3.wav,283.1848946,641.6038107,1270.617032,76.50647678
a_369bt4.wav,280.7994618,747.9684715,1247.912619,81.54440617
a_36bt1.wav,270.268604,704.4227106,1495.706782,76.26861099
a_36bt2.wav,260.7696852,628.0389457,1593.30245,72.81798166
a_36bt3.wav,259.8748795,729.6319453,1257.704752,75.26883978
a_36bt4.wav,251.3057851,748.6111521,1399.429009,84.7434738
a_370bt1.wav,265.6410233,452.3668843,1388.9287,77.41724101
